"Product","Mean","Median","Date"
"Razor blades",10.51793,10,"2018-07-01"
"Hardback book",14.70205,16,"2018-07-01"
"Men's hair'",16.66703,13,"2018-07-01"
"Women's hair'",35.89132,34,"2018-07-01"
"Oil",11.14719,10,"2018-08-01"
"Softback book",8.898598,8.99,"2018-08-01"
"Men's hair'",16.73493,13,"2018-08-01"
".",6.407764,6,"2018-08-01"
"Women's hair'",35.9286,34,"2018-08-01"
"Hardback book",14.47156,16,"2018-08-01"
"Kerosene",551.5756,536.815,"2018-08-01"
"Teen book",7.177592,7.99,"2018-08-01"
"Razor blades",10.51538,10,"2018-08-01"
"Women's hair'",35.80635,34,"2018-09-01"
"Hardback book",14.60484,16,"2018-09-01"
".",6.434783,6,"2018-09-01"
"Oil",11.59068,10,"2018-09-01"
"Razor blades",10.52738,10,"2018-09-01"
"Softback book",8.8355,8.99,"2018-09-01"
"Teen book",7.159136,7.99,"2018-09-01"
"Men's hair'",16.81926,13,"2018-09-01"
"Kerosene",579.8138,554.93,"2018-09-01"
"Razor blades",10.40456,9.99,"2018-10-01"
"Softback book",8.724674,8.99,"2018-10-01"
"Women's hair'",36.13186,34,"2018-10-01"
"Teen book",7.216946,7.99,"2018-10-01"
"Oil",11.58926,10.495,"2018-10-01"
"Men's hair'",16.86846,13,"2018-10-01"
".",6.444136,6,"2018-10-01"
"Hardback book",14.67415,15,"2018-10-01"
"Kerosene",626.1589,628.01,"2018-10-01"
".",6.444375,6,"2018-11-01"
"Hardback book",13.73739,14.995,"2018-11-01"
"Women's hair'",36.22586,34,"2018-11-01"
"Softback book",8.825417,8.99,"2018-11-01"
"Oil",11.64852,10,"2018-11-01"
"Kerosene",588.4821,576.45,"2018-11-01"
"Teen book",7.062647,7.99,"2018-11-01"
"Men's hair'",16.85396,13,"2018-11-01"
"Razor blades",10.27909,9.35,"2018-11-01"
"Women's hair'",36.29981,34,"2018-12-01"
"Razor blades",10.28569,9.99,"2018-12-01"
"Teen book",7.120115,7.99,"2018-12-01"
"Hardback book",13.78129,14,"2018-12-01"
"Kerosene",552.0667,546,"2018-12-01"
"Softback book",8.976319,9.99,"2018-12-01"
"Oil",11.25091,10,"2018-12-01"
".",6.46118,6,"2018-12-01"
"Men's hair'",16.88752,13,"2018-12-01"
"Softback book",8.942171,8.99,"2019-01-01"
"Kerosene",530.0768,521.64,"2019-01-01"
"Hardback book",12.92028,10,"2019-01-01"
"Women's hair'",36.44558,34,"2019-01-01"
".",6.46118,6,"2019-01-01"
"Teen book",7.248727,7.99,"2019-01-01"
"Oil",11.5565,10,"2019-01-01"
"Razor blades",10.43801,9.99,"2019-01-01"
"Men's hair'",16.97948,13,"2019-01-01"
"Oil",11.70874,10,"2019-02-01"
"Softback book",8.910903,8.99,"2019-02-01"
"Women's hair'",35.67959,34,"2019-02-01"
"Teen book",7.216131,7.99,"2019-02-01"
"Hardback book",15.29318,16,"2019-02-01"
"Men's hair'",16.5612,13,"2019-02-01"
"Kerosene",547.4731,528.835,"2019-02-01"
"Razor blades",10.15576,9.79,"2019-02-01"
".",6.394969,6,"2019-02-01"
"Kerosene",549.9561,535.03,"2019-03-01"
"Oil",11.745,10,"2019-03-01"
"Hardback book",16.43224,16,"2019-03-01"
"Softback book",8.407973,8.99,"2019-03-01"
"Razor blades",9.942239,9.495,"2019-03-01"
"Men's hair'",16.27281,13,"2019-03-01"
".",6.416352,6,"2019-03-01"
"Teen book",6.921547,7.99,"2019-03-01"
"Women's hair'",35.71848,34,"2019-03-01"
"Razor blades",10.17906,9.79,"2019-04-01"
".",6.479245,6.1,"2019-04-01"
"Hardback book",17.12828,18,"2019-04-01"
"Kerosene",552.9899,544.85,"2019-04-01"
"Women's hair'",35.96706,34,"2019-04-01"
"Softback book",8.173846,8.99,"2019-04-01"
"Men's hair'",16.23603,13,"2019-04-01"
"Teen book",7.16843,7.99,"2019-04-01"
"Oil",11.77887,10,"2019-04-01"
"Oil",11.37098,10,"2019-05-01"
"Hardback book",16.81772,17,"2019-05-01"
"Men's hair'",16.4036,13,"2019-05-01"
"Teen book",7.357964,7.99,"2019-05-01"
"Razor blades",9.934222,9,"2019-05-01"
"Softback book",7.88,8.99,"2019-05-01"
"Kerosene",557.6265,538.65,"2019-05-01"
".",6.528125,6.225,"2019-05-01"
"Women's hair'",36.13169,34,"2019-05-01"
".",6.541563,6.25,"2019-06-01"
"Teen book",7.379397,7.99,"2019-06-01"
"Kerosene",533.4705,517.23,"2019-06-01"
"Softback book",8.140854,8.99,"2019-06-01"
"Oil",11.80524,10,"2019-06-01"
"Men's hair'",16.22907,13,"2019-06-01"
"Women's hair'",35.96341,34,"2019-06-01"
"Razor blades",9.868417,9,"2019-06-01"
"Hardback book",16.83353,18,"2019-06-01"
"Oil",11.81917,10,"2019-07-01"
".",6.569304,6.25,"2019-07-01"
"Softback book",8.475057,8.99,"2019-07-01"
"Teen book",7.405748,7.99,"2019-07-01"
"Men's hair'",16.39033,13,"2019-07-01"
"Hardback book",14.40406,14.99,"2019-07-01"
"Women's hair'",36.0531,34,"2019-07-01"
"Razor blades",10.2036,9.99,"2019-07-01"
"Kerosene",532.1113,513.45,"2019-07-01"
"Razor blades",10.11922,9,"2019-08-01"
"Softback book",8.016012,8.99,"2019-08-01"
"Men's hair'",16.57534,13,"2019-08-01"
"Women's hair'",35.9293,34,"2019-08-01"
"Kerosene",538.5574,526.68,"2019-08-01"
".",6.549687,6.225,"2019-08-01"
"Hardback book",14.71605,13,"2019-08-01"
"Teen book",7.395411,7.99,"2019-08-01"
"Oil",11.70065,10,"2019-08-01"
"Softback book",8.158678,8.99,"2019-09-01"
"Oil",11.63906,10,"2019-09-01"
"Kerosene",543.0295,534.56,"2019-09-01"
"Razor blades",10.13897,8.99,"2019-09-01"
"Hardback book",14.36019,12.99,"2019-09-01"
"Men's hair'",16.61203,13,"2019-09-01"
"Teen book",7.409408,7.99,"2019-09-01"
".",6.523766,6.2,"2019-09-01"
"Women's hair'",36.28701,34,"2019-09-01"
"Oil",11.66898,10.245,"2019-10-01"
"Razor blades",10.35842,10,"2019-10-01"
"Kerosene",545.4827,530.25,"2019-10-01"
"Teen book",7.249822,7.99,"2019-10-01"
"Softback book",8.054488,8.99,"2019-10-01"
"Men's hair'",16.47799,13,"2019-10-01"
".",6.524383,6.2,"2019-10-01"
"Women's hair'",36.08588,34,"2019-10-01"
"Hardback book",13.53673,12.99,"2019-10-01"
"Hardback book",13.93544,13.495,"2019-11-01"
"Softback book",8.327963,8.99,"2019-11-01"
".",6.523913,6.2,"2019-11-01"
"Oil",11.96387,10.49,"2019-11-01"
"Men's hair'",16.57336,13,"2019-11-01"
"Kerosene",545.4321,530.46,"2019-11-01"
"Teen book",6.904467,7.99,"2019-11-01"
"Women's hair'",36.13379,34,"2019-11-01"
"Razor blades",10.16586,9.5,"2019-11-01"
"Hardback book",14.59184,14,"2019-12-01"
"Oil",11.66468,10.49,"2019-12-01"
"Women's hair'",36.37598,34,"2019-12-01"
"Softback book",8.494645,8.99,"2019-12-01"
"Kerosene",556.1407,536.87,"2019-12-01"
"Teen book",6.952256,7.99,"2019-12-01"
".",6.528395,6.2,"2019-12-01"
"Razor blades",10.2305,10,"2019-12-01"
"Men's hair'",16.52449,13,"2019-12-01"
"Softback book",8.370701,8.99,"2020-01-01"
"Kerosene",571.887,545.48,"2020-01-01"
"Men's hair'",16.61165,13,"2020-01-01"
"Oil",11.84926,10.49,"2020-01-01"
"Teen book",6.766326,7.99,"2020-01-01"
"Hardback book",14.11364,12.5,"2020-01-01"
"Razor blades",10.06319,9,"2020-01-01"
"Women's hair'",36.2947,34,"2020-01-01"
".",6.56962,6.225,"2020-01-01"
"Oil",12.41294,10.99,"2020-02-01"
"Hardback book",14.24687,14.99,"2020-02-01"
".",6.567593,6.225,"2020-02-01"
"Women's hair'",36.15307,34,"2020-02-01"
"Razor blades",10.09336,9.7,"2020-02-01"
"Men's hair'",16.46256,13,"2020-02-01"
"Teen book",6.832589,7.99,"2020-02-01"
"Kerosene",529.1122,519.49,"2020-02-01"
"Softback book",8.339221,8.99,"2020-02-01"
"Women's hair'",36.66555,34.8,"2020-03-01"
"Kerosene",411.8727,408.715,"2020-03-01"
"Men's hair'",16.71165,13,"2020-03-01"
"Oil",12.55518,11.77,"2020-03-01"
"Razor blades",10.05341,9,"2020-03-01"
"Hardback book",14.84644,14.99,"2020-03-01"
".",6.578704,6.25,"2020-03-01"
"Teen book",7.374329,7.99,"2020-03-01"
"Softback book",8.395563,8.99,"2020-03-01"
"Softback book",6.560429,6.49,"2020-04-01"
"Kerosene",324.1953,297.68,"2020-04-01"
"Oil",9.464616,6,"2020-04-01"
"Teen book",6.276631,6.55,"2020-04-01"
"Hardback book",13.27474,12.99,"2020-04-01"
"Razor blades",10.83907,10,"2020-04-01"
"Teen book",6.175104,6.55,"2020-05-01"
"Softback book",7.729286,7.99,"2020-05-01"
"Razor blades",11.19718,10.29,"2020-05-01"
"Oil",9.778393,6.25,"2020-05-01"
".",6.609864,6.25,"2020-05-01"
"Kerosene",302.2275,287,"2020-05-01"
"Hardback book",13.03506,12.99,"2020-05-01"
"Softback book",7.091049,7.37,"2020-06-01"
"Teen book",6.353109,6.55,"2020-06-01"
"Hardback book",13.71801,12.99,"2020-06-01"
"Oil",9.850317,6.95,"2020-06-01"
"Razor blades",10.76364,10,"2020-06-01"
"Kerosene",354.9647,333.69,"2020-06-01"
".",6.561538,6.225,"2020-06-01"
"Razor blades",11.09934,11,"2020-07-01"
"Women's hair'",39.65658,36.5,"2020-07-01"
"Teen book",6.828482,6.55,"2020-07-01"
"Oil",11.56282,10,"2020-07-01"
"Men's hair'",18.90494,15,"2020-07-01"
".",6.464737,6,"2020-07-01"
"Softback book",7.40375,7.37,"2020-07-01"
"Kerosene",377.5958,349.075,"2020-07-01"
"Hardback book",14.89802,16,"2020-07-01"
"Women's hair'",38.39258,36,"2020-08-01"
"Oil",12.02784,10.25,"2020-08-01"
"Teen book",7.190476,7.99,"2020-08-01"
"Razor blades",10.38133,9.1,"2020-08-01"
".",6.495,6,"2020-08-01"
"Kerosene",355.5216,345.56,"2020-08-01"
"Softback book",8.006853,8.99,"2020-08-01"
"Men's hair'",17.68902,14,"2020-08-01"
"Hardback book",13.87404,13.6,"2020-08-01"
"Kerosene",341.7357,320.83,"2020-09-01"
"Women's hair'",38.78918,36,"2020-09-01"
"Razor blades",10.30469,9.1,"2020-09-01"
"Hardback book",14.9073,15,"2020-09-01"
"Oil",12.094,10.99,"2020-09-01"
".",6.4795,6,"2020-09-01"
"Men's hair'",17.85819,15,"2020-09-01"
"Teen book",7.227382,7.99,"2020-09-01"
"Softback book",8.510743,8.99,"2020-09-01"
"Women's hair'",39.3646,37.65,"2020-10-01"
"Hardback book",13.91153,14.99,"2020-10-01"
"Teen book",7.024249,7.99,"2020-10-01"
"Men's hair'",18.18798,15,"2020-10-01"
"Softback book",8.377919,8.99,"2020-10-01"
".",6.515455,6,"2020-10-01"
"Oil",12.76904,12,"2020-10-01"
"Kerosene",374.865,344.665,"2020-10-01"
"Razor blades",10.56044,10,"2020-10-01"
"Teen book",6.71578,6.55,"2020-11-01"
"Hardback book",14.81216,15.29,"2020-11-01"
"Kerosene",347.691,328.915,"2020-11-01"
"Softback book",8.015385,7.49,"2020-11-01"
"Razor blades",10.50917,10,"2020-11-01"
"Oil",11.36812,10,"2020-11-01"
"Hardback book",13.70981,14,"2020-12-01"
"Softback book",7.979111,7.49,"2020-12-01"
"Women's hair'",38.77477,36,"2020-12-01"
"Oil",11.76535,10,"2020-12-01"
"Kerosene",418.2031,399.21,"2020-12-01"
"Men's hair'",18.81486,15,"2020-12-01"
"Razor blades",10.53516,10,"2020-12-01"
"Teen book",6.776471,6.55,"2020-12-01"
".",6.538725,6,"2020-12-01"
"Kerosene",437.1887,426.67,"2021-01-01"
"Razor blades",11.045,10.29,"2021-01-01"
"Softback book",7.708257,7.99,"2021-01-01"
"Oil",10.98395,10,"2021-01-01"
"Hardback book",11.40545,10,"2021-01-01"
"Teen book",6.78807,6.55,"2021-01-01"
"Softback book",7.488187,7.99,"2021-02-01"
"Hardback book",13.69016,14.99,"2021-02-01"
"Kerosene",463.0836,451.5,"2021-02-01"
"Teen book",7.213168,6.55,"2021-02-01"
"Razor blades",11.18469,10.495,"2021-02-01"
"Oil",10.96753,10,"2021-02-01"
"Teen book",6.804313,6.55,"2021-03-01"
"Softback book",7.359375,7.99,"2021-03-01"
"Oil",10.94191,10,"2021-03-01"
"Razor blades",11.38473,10.49,"2021-03-01"
"Kerosene",485.0997,467.67,"2021-03-01"
"Hardback book",15.59545,15.99,"2021-03-01"
"Kerosene",462.6503,450.19,"2021-04-01"
"Hardback book",15.07571,14.99,"2021-04-01"
"Oil",10.9172,10,"2021-04-01"
"Teen book",6.669622,6.55,"2021-04-01"
"Razor blades",11.35209,10.39,"2021-04-01"
"Softback book",7.333807,7.99,"2021-04-01"
"Razor blades",11.30152,10.49,"2021-05-01"
"Men's hair'",20.32886,15.25,"2021-05-01"
"Softback book",8.408581,9.99,"2021-05-01"
"Women's hair'",41.15327,40,"2021-05-01"
"Kerosene",475.4865,464.21,"2021-05-01"
"Oil",13.07926,12.125,"2021-05-01"
"Hardback book",14.59746,14.99,"2021-05-01"
"Teen book",7.37732,7.99,"2021-05-01"
"Hardback book",13.80338,13.99,"2021-06-01"
"Men's hair'",18.56627,15,"2021-06-01"
"Kerosene",501.9784,489.09,"2021-06-01"
"Razor blades",11.20636,10.49,"2021-06-01"
"Softback book",8.856689,9.99,"2021-06-01"
".",6.772222,6.25,"2021-06-01"
"Oil",13.81948,14.19,"2021-06-01"
"Teen book",7.284936,7.99,"2021-06-01"
"Women's hair'",39.85931,37.8,"2021-06-01"
"Women's hair'",39.65152,37.65,"2021-07-01"
"Teen book",7.080345,7.99,"2021-07-01"
"Men's hair'",18.53996,15,"2021-07-01"
"Razor blades",11.13777,10.49,"2021-07-01"
"Oil",13.26553,12.25,"2021-07-01"
"Hardback book",14.08916,14.49,"2021-07-01"
"Kerosene",494.9035,471.98,"2021-07-01"
".",6.977826,6.6,"2021-07-01"
"Softback book",8.193151,8.99,"2021-07-01"
"Women's hair'",39.7679,38,"2021-08-01"
"Oil",13.4351,12.125,"2021-08-01"
"Teen book",7.234659,7.99,"2021-08-01"
"Men's hair'",18.75524,15,"2021-08-01"
"Hardback book",14.3249,14.99,"2021-08-01"
".",7.14344,6.7,"2021-08-01"
"Softback book",8.266268,8.99,"2021-08-01"
"Razor blades",10.79593,10.49,"2021-08-01"
"Kerosene",487.1127,468.615,"2021-08-01"
"Oil",13.02505,12.25,"2021-09-01"
".",7.120963,6.7,"2021-09-01"
"Teen book",7.427516,7.99,"2021-09-01"
"Hardback book",14.35696,14.99,"2021-09-01"
"Softback book",8.490204,8.99,"2021-09-01"
"Women's hair'",40.22366,39,"2021-09-01"
"Razor blades",11.03453,10.5,"2021-09-01"
"Men's hair'",18.95181,15,"2021-09-01"
"Kerosene",500.3823,493.115,"2021-09-01"
"Softback book",7.811288,8.19,"2021-10-01"
"Razor blades",11.14016,10.49,"2021-10-01"
"Hardback book",13.6869,12.99,"2021-10-01"
"Women's hair'",40.06726,39,"2021-10-01"
"Oil",12.78427,12,"2021-10-01"
".",7.085817,6.7,"2021-10-01"
"Men's hair'",18.83207,15,"2021-10-01"
"Kerosene",600.2814,596.875,"2021-10-01"
"Teen book",7.465548,7.99,"2021-10-01"
"Kerosene",627.5463,606.115,"2021-11-01"
"Women's hair'",40.44689,39.5,"2021-11-01"
"Teen book",7.904843,7.99,"2021-11-01"
"Men's hair'",18.90654,15,"2021-11-01"
"Hardback book",13.3144,12.5,"2021-11-01"
"Softback book",7.923473,8.99,"2021-11-01"
"Razor blades",10.71258,10,"2021-11-01"
"Oil",13.15477,12,"2021-11-01"
".",7.102484,6.7,"2021-11-01"
"Kerosene",609.5208,600.865,"2021-12-01"
"Teen book",7.200351,7.99,"2021-12-01"
"Hardback book",12.35786,11,"2021-12-01"
"Women's hair'",40.3848,39,"2021-12-01"
"Softback book",8.482628,8.99,"2021-12-01"
"Razor blades",10.99748,10,"2021-12-01"
"Men's hair'",18.95905,15,"2021-12-01"
".",7.104091,6.7,"2021-12-01"
"Oil",12.84264,11.995,"2021-12-01"
"Softback book",8.514276,8.99,"2022-01-01"
"Women's hair'",41.4125,40,"2022-01-01"
"Razor blades",10.97153,10,"2022-01-01"
"Men's hair'",19.33591,15,"2022-01-01"
"Hardback book",12.74097,12.5,"2022-01-01"
"Oil",13.14648,12,"2022-01-01"
"Teen book",7.081294,7.99,"2022-01-01"
"Kerosene",632.2216,625.8,"2022-01-01"
".",7.139616,6.7,"2022-01-01"
"Kerosene",702.9719,683.76,"2022-02-01"
"Teen book",7.060318,7.99,"2022-02-01"
"Softback book",9.340451,9.99,"2022-02-01"
"Women's hair'",41.95853,40,"2022-02-01"
"Oil",12.88656,11.495,"2022-02-01"
".",7.196437,6.725,"2022-02-01"
"Hardback book",13.64592,13,"2022-02-01"
"Razor blades",11.08216,10.49,"2022-02-01"
"Men's hair'",19.61474,15,"2022-02-01"
"Hardback book",13.19959,14,"2022-03-01"
"Teen book",7.787969,7.99,"2022-03-01"
"Kerosene",960.6088,903,"2022-03-01"
".",7.208261,6.75,"2022-03-01"
"Men's hair'",19.22814,15,"2022-03-01"
"Oil",13.56877,13.99,"2022-03-01"
"Women's hair'",41.11525,39.95,"2022-03-01"
"Softback book",8.940748,8.99,"2022-03-01"
"Razor blades",10.82969,10,"2022-03-01"
"Softback book",8.227353,8.99,"2022-04-01"
"Men's hair'",19.43526,15,"2022-04-01"
".",7.195912,6.75,"2022-04-01"
"Women's hair'",41.44167,40,"2022-04-01"
"Kerosene",969.0706,982.17,"2022-04-01"
"Oil",13.76382,13.14,"2022-04-01"
"Razor blades",10.94595,10.49,"2022-04-01"
"Hardback book",11.85524,10.99,"2022-04-01"
"Teen book",7.086497,7.99,"2022-04-01"
"Oil",13.38736,11,"2022-05-01"
"Teen book",7.173526,7.99,"2022-05-01"
"Hardback book",11.84812,10.99,"2022-05-01"
"Men's hair'",19.40911,15,"2022-05-01"
"Razor blades",10.88626,10.49,"2022-05-01"
".",7.211709,6.85,"2022-05-01"
"Softback book",8.70741,8.99,"2022-05-01"
"Kerosene",1021.802,983.12,"2022-05-01"
"Women's hair'",41.60295,40,"2022-05-01"
"Men's hair'",19.73055,15.5,"2022-06-01"
"Razor blades",11.20094,10.49,"2022-06-01"
"Women's hair'",41.76869,40,"2022-06-01"
"Oil",13.278,11.49,"2022-06-01"
"Softback book",9.132327,9.99,"2022-06-01"
".",7.265409,6.9,"2022-06-01"
"Hardback book",12.25423,10.99,"2022-06-01"
"Teen book",7.11375,7.99,"2022-06-01"
"Kerosene",1091.508,1102.255,"2022-06-01"
"Women's hair'",41.75776,40,"2022-07-01"
"Kerosene",1020.512,983.59,"2022-07-01"
"Teen book",7.125739,7.99,"2022-07-01"
"Oil",13.75009,12.495,"2022-07-01"
"Hardback book",12.41556,10.99,"2022-07-01"
"Men's hair'",19.7678,15.99,"2022-07-01"
"Razor blades",10.99415,10,"2022-07-01"
"Softback book",8.729079,8.99,"2022-07-01"
".",7.285937,6.9,"2022-07-01"
"Women's hair'",42.24186,40,"2022-08-01"
".",7.299074,6.975,"2022-08-01"
"Oil",13.90391,11.99,"2022-08-01"
"Men's hair'",20.06529,16,"2022-08-01"
"Hardback book",12.04995,10.99,"2022-08-01"
"Softback book",8.144473,8.99,"2022-08-01"
"Teen book",7.193371,7.99,"2022-08-01"
"Razor blades",11.01841,10.49,"2022-08-01"
"Kerosene",880.3881,875.7,"2022-08-01"
"Oil",13.89676,11,"2022-09-01"
"Men's hair'",20.21308,16,"2022-09-01"
"Softback book",8.292452,8.99,"2022-09-01"
"Teen book",7.292241,7.99,"2022-09-01"
"Kerosene",966.6978,955.87,"2022-09-01"
"Women's hair'",42.55023,40,"2022-09-01"
"Razor blades",10.96687,10.49,"2022-09-01"
".",7.303395,6.925,"2022-09-01"
"Hardback book",13.49035,14.99,"2022-09-01"
"Teen book",7.353314,7.99,"2022-10-01"
"Oil",13.6936,11.245,"2022-10-01"
".",7.324691,7,"2022-10-01"
"Women's hair'",42.15378,40,"2022-10-01"
"Razor blades",11.114,10.49,"2022-10-01"
"Hardback book",13.34638,12,"2022-10-01"
"Softback book",8.522727,8.99,"2022-10-01"
"Men's hair'",20.0228,16,"2022-10-01"
"Kerosene",978.6679,991.78,"2022-10-01"
"",,,"1988-08-01"
"",,,"1989-02-01"
"",,,"1989-04-01"
